#Character ID	Max Speakers	Gender	Age	Status	Comment	Reference Comment	Hypothetical Only
person who informed people of Gaza	1					JDG 16:2	False
person who informed Rabshakeh	1					2KI 19:9 & ISA 37:9	False
person who informed Solomon	1					1KI 2:29	False
person who informed the sons of Israel	1					JOS 22:11	False
person who informed Tamar, daughter-in-law of Judah	1					GEN 38:13	False
person who informed townsmen of Ophrah	1					JDG 6:29	False
person who told David about Philistines	1					1SA 23:1	False
person who told David about Obed-Edom	1					2SA 6:12	False
person who told David of Nathan's arrival	1	Male				1KI 1:23	False
person who told Joshua where the kings were hiding	1	Male				JOS 10:17	False
person who told king of Aram of Elisha's arrival	1	Male				2KI 8:7	False
person who told Samuel where Saul was	1	Male				1SA 15:12	False
person who told Saul where David was	1	Male				1SA 24:1	False
person who told Shimei where his servants were	1	Male				1KI 2:39	False
person who told the guards and priests where the apostles were	1	Male				ACT 5:25	False
person without the gift of tongues	1					1CO 14:16	True
Peter (Simon)	1	Male				MAT 14:28 <-(160 more)-> ACT 15:11	False
Pharaoh (1st)	1	Male				GEN 12:18 & GEN 12:19	False
Pharaoh (2nd)	1	Male				GEN 41:15 <-(22 more)-> GEN 50:6	False
Pharaoh (2nd)'s men	-1	Male				GEN 41:43	False
Pharaoh (3rd)	1	Male				EXO 1:9 <-(27 more)-> EXO 12:32	False
Pharaoh (6th)	1	Male				1KI 11:22	False
Pharaoh's daughter	1	Female				EXO 2:6 <-(2 more)-> EXO 2:10	False
Pharaoh's officials	-1	Male				EXO 10:7	False
Pharisee (expert in religious law)	1	Male				MAT 22:36 & LUK 13:31	False
Pharisee (Simon)	1	Male				LUK 7:39 <-(1 more)-> LUK 7:43	False
Pharisees	-1	Male				MAT 9:11 <-(14 more)-> ACT 23:9	False
Pharisees, other	-1	Male				LUK 11:37 & JHN 9:16	False
Pharisees, some	-1	Male				MAT 12:2 <-(8 more)-> JHN 9:40	False
Phicol	1	Male					False
Philip the apostle	1	Male				MRK 6:37 <-(3 more)-> JHN 14:8	False
Philip the evangelist	1	Male				ACT 8:30 <-(2 more)-> ACT 8:40	False
Philistine commanders	-1	Male				1SA 29:3 <-(1 more)-> 1SA 29:5	False
Philistine priests and fortune tellers	-1	Male				1SA 6:3 <-(5 more)-> 1SA 6:9	False
Philistine rulers	-1	Male				JDG 16:5 <-(2 more)-> 1CH 12:19	False
Philistines	-1	Male				JDG 15:6 <-(11 more)-> 1SA 14:12	False
Phineas the priest	1	Male				JOS 22:31	False
Phineas' wife (daughter-in-law of Eli)	1	Female				1SA 4:21 & 1SA 4:22	False
Pilate	1	Male				MAT 27:11 <-(42 more)-> JHN 19:22	False
Pilate's wife	1	Female				MAT 27:19	False
pine trees and cedars of Lebanon	-1	Neuter				ISA 14:8	True
poets	-1					NUM 21:27 <-(2 more)-> NUM 21:30	False
Potiphar's wife	1	Female				GEN 39:7 <-(6 more)-> GEN 39:19	False
priest	1	Male				DEU 20:3 & DEU 20:4	True
priests	-1	Male				HAG 2:12 <-(2 more)-> MAL 1:7	False
princes	-1	Male				PRO 31:4	True
proclaimers of God's word	-1					PSA 68:12 & PSA 68:13	False
proclamation	1	Male				EZR 10:7 & EZR 10:8	False
prophet	1	Male				JDG 6:8 <-(1 more)-> JDG 6:10	False
prophet of the LORD	1	Male				1KI 20:13 <-(4 more)-> 2CH 25:16	False
prophet who confronts Ahab	1	Male				1KI 20:35 <-(4 more)-> 1KI 20:42	False
prophets	-1					JER 25:5 & JER 25:6	False
prophets (speaking the word of the LORD)	-1					2KI 21:11 <-(3 more)-> 2KI 21:15	False
prophets and teachers at Antioch	-1	Male				ACT 13:3	False
prophets of Baal	-1					1KI 18:26	False
prophets, 400 false	400					1KI 22:6 <-(2 more)-> 2CH 18:11	False
prostitute, one	1	Female				1KI 3:17 <-(5 more)-> 1KI 3:26	False
prostitute, other	1	Female				1KI 3:22 & 1KI 3:26	False
psalmist	-1						False
Puah (midwife)	1	Female					False
queen of Babylon	1	Female				DAN 5:10 <-(1 more)-> DAN 5:12	False
queen of Sheba	1	Female				1KI 10:6 <-(6 more)-> 2CH 9:8	False
Rabshakeh	1	Male				2KI 18:19 <-(38 more)-> ISA 37:13	False
Rachel	1	Female				GEN 30:1 <-(7 more)-> GEN 31:35	False
Rahab	1	Female				JOS 2:4 <-(7 more)-> JOS 2:21	False
reader	1					ISA 29:11	True
Rebekah	1	Female				GEN 24:18 <-(17 more)-> GEN 27:46	False
Rebekah's mother	1	Female					False
rebels	-1	PreferMale				ISA 30:10 & ISA 30:11	True
Recab	1	Male					False
Recabite family, men of	-1	Male				JER 35:6 <-(4 more)-> JER 35:11	False
Regem-Melech	1	Male					False
Rehoboam, king	1	Male				1KI 12:5 <-(8 more)-> 2CH 10:14	False
Rehum, commanding officer	1	Male					False
relative	1	Male				AMO 6:10	True
relatives of Ahaziah, king of Judah	-1	Male				2KI 10:13	False
reply to the slain believers (in heavenly vision)	1					REV 6:11	False
report concerning Paul	1	PreferMale				GAL 1:23	False
report to king of Aram	1	Male				2KI 6:13	False
report to king of Assyria	1	Male				2KI 17:26	False
report to Sanballat and Tobiah	-1	Male				NEH 4:7 <-(2 more)-> NEH 6:16	False
rest of heads of families	-1	Male					False
Reuben	1	Male				GEN 37:21 <-(3 more)-> GEN 42:37	False
Reubenites	-1	Male					False
Rhoda	1	Female	YoungAdult		possibly young girl/teen	ACT 12:13 <-(1 more)-> ACT 12:15	False
rich young ruler	1	Male	YoungAdult			MAT 19:16 <-(5 more)-> LUK 18:21	False
royal record	1	Male				EZR 6:3 <-(1 more)-> EZR 6:5	False
rule given by Paul	1	Male				2TH 3:10	False
rulers of people in Jerusalem	-1	Male				ISA 28:15	True
rules of the world	1					COL 2:21	True
Ruth	1	Female				RUT 1:16 <-(8 more)-> RUT 3:17	False
Sadducees	-1	Male				MAT 22:24 <-(17 more)-> ACT 23:8	False
sailors on ship to Italy (Rome)	-1	Male				ACT 27:27	False
sailors on ship to Tarshish	-1	Male				JON 1:5 <-(5 more)-> JON 1:16	False
Salome	1	Female					False
Samson	1	Male				JDG 14:2 <-(20 more)-> JDG 16:30	False
Samson's 30 Philistine companions	30	Male				JDG 14:13 <-(1 more)-> JDG 14:18	False
Samson's father-in-law	1	Male				JDG 15:2	False
Samson's Philistine wife	1	Female				JDG 14:16	False
Samuel	1	Male	Adult			1SA 7:3 <-(75 more)-> 1SA 16:11	False
Samuel (boy)	1	Male	Child			1SA 3:4 <-(4 more)-> 1SA 3:16	False
Samuel (dead)	1	Male	Elder			1SA 28:15 <-(3 more)-> 1SA 28:19	False
Sanballat the Horonite	1	Male				NEH 4:1 <-(2 more)-> NEH 6:7	False
Sanhedrin	-1	Male					False
Sapphira, wife of Ananias of Jerusalem	1	Female				ACT 5:8	False
Sarah (Sarai)	1	Female	Adult			GEN 16:2 & GEN 16:5	False
Sarah (Sarai) (old)	1	Female	Elder			GEN 18:12 <-(3 more)-> GEN 21:10	False
Satan (Devil)	1	Male				JOB 1:7 <-(14 more)-> LUK 4:11	False
satraps	-1	Male				DAN 6:5	False
Saul	1	Male				1SA 9:5 <-(86 more)-> 1CH 10:4	False
Saul's announcement	1	Male				1SA 13:4	False
Saul's attendants	-1	Male				1SA 16:15 <-(1 more)-> 1SA 28:7	False
Saul's messengers to Jesse	-1	Male				1SA 16:19 & 1SA 16:22	False
Saul's servant	1	Male				1SA 16:18 & 1SA 18:24	False
Saul's uncle	1	Male				1SA 10:14 & 1SA 10:15	False
saying (lie about disciples stealing Jesus' body)	1	Male				MAT 28:15	False
saying (proverb)	1					GEN 22:14	False
saying about Anakites	1					DEU 9:2	False
saying about blind and lame	1					2SA 5:8	False
saying about captivity and death by the sword	1				Possibly a reference to Jeremiah 15:2, Jeremiah 43:11 or Matthew 26:52	REV 13:10	False
saying about Gentile nations	1					PSA 87:4	True
saying about going beyond what is written	1					1CO 4:6	False
saying about idolaters	-1					HOS 13:2	False
saying about Nimrod	1					GEN 10:9	False
saying about Saul	1					1SA 10:12 & 1SA 19:24	False
saying about seer	1					1SA 9:9	False
saying about sow	1					2PE 2:22	False
saying about what controls you	1					2PE 2:19	False
saying about yeast	1					1CO 5:6 & GAL 5:9	False
saying about Zion	1					PSA 87:5	True
saying, true	1					2TI 2:11 <-(1 more)-> 2TI 2:13	False
scoffers	-1	PreferMale				2PE 3:4	True
scoundrels	-1	Male				1KI 21:13	False
scouts of Ben-Hadad, king of Aram	-1	Male				1KI 20:17	False
scripture	-1					2CH 25:4 <-(228 more)-> REV 19:15	False
sea	1	Neuter				ISA 23:4	True
sea captains, seafarers, sailors	-1	Male				REV 18:18 & REV 18:19	False
second person to accuse Peter (man)	1	Male				LUK 22:58	False
Seraiah	1	Male				JER 51:62 & JER 51:64	True
seraph, one of the	1	Male				ISA 6:7	False
seraphs	-1	Male				ISA 6:3	False
serpent	1	Male			Gen 3 - text uses masculine pronouns	GEN 3:1 <-(1 more)-> GEN 3:5	False
servant girl at high priest's courtyard	1	Female				MAT 26:69 <-(3 more)-> JHN 18:17	False
servant girl, another	1	Female				MAT 26:71	False
servant of concubine's husband	1	Male				JDG 19:11	False
servant of Elijah	1	Male				1KI 18:43 & 1KI 18:44	False
servant of Naaman's wife (young girl)	1	Female	Child			2KI 5:3 & 2KI 5:4	False
servant of Nabal	1	Male	YoungAdult		na?ar, nah'-ar; from H5287; a boy, from the age of infancy to adolescence	1SA 25:14 <-(2 more)-> 1SA 25:17	False
servant of priest	1	Male				1SA 2:15 & 1SA 2:16	False
servant of Saul	1	Male	YoungAdult		na?ar, nah'-ar; from H5287; a boy, from the age of infancy to adolescence	1SA 9:6 & 1SA 9:8	False
servants of Achish, king of Gath	-1	Male				1SA 21:11	False
servants of David	-1	Male				1SA 25:40 <-(3 more)-> 1KI 1:2	False
servants of Eglon, king of Moab	-1	Male				JDG 3:24	False
servants of Isaac	-1	Male				GEN 26:32	False
servants of royal official (father)	-1	Male				JHN 4:51 & JHN 4:52	False
seven sons of Sceva	7	Male				ACT 19:13	False
seventy-two	72	Male				LUK 10:17	False
Shadrach	1	Male			original Hebrew name: Hananiah		False
Shaphan, secretary	1	Male				2KI 22:9 <-(3 more)-> 2CH 34:18	False
Sharezer	1	Male					False
Sheba, son of Bicri	1	Male				2SA 20:1	False
Shebna	1	Male					False
Shecaniah, son of Jehiel	1	Male				EZR 10:2 <-(1 more)-> EZR 10:4	False
Shechem, son of Hamor	1	Male	YoungAdult			GEN 34:4 <-(1 more)-> GEN 34:12	False
Shemaiah	1	Male				2CH 12:5 & NEH 6:10	False
Shemeber, king of Zeboiim	1	Male					False
Shephatiah	1	Male			son of Mattan		False
shepherds at well	-1	Male				GEN 29:4 <-(2 more)-> GEN 29:8	False
shepherds outside Bethlehem	-1					LUK 2:15	False
Shethar-Bozenai	1	Male					False
Shimei	1	Male				2SA 16:7 <-(3 more)-> 1KI 2:38	False
Shimshai, secretary	1	Male					False
Shinab, king of Admah	1	Male					False
Shiphrah (midwife)	1	Female					False
Shobi	1	Male			son of Nahash from Rabbah of the Ammonites		False
Shua (Judah's wife)	1	Female				GEN 38:3 <-(1 more)-> GEN 38:5	False
Shunammite woman	1	Female			well-to-do	2KI 4:9 <-(8 more)-> 2KI 4:30	False
sign on the cross	1	PreferMale				MAT 27:37 <-(2 more)-> JHN 19:19	False
Silas	1	Male				ACT 15:34	False
Simeon	1	Male					False
Simeon, devout man in Jerusalem	1	Male	Elder			LUK 2:29 <-(4 more)-> LUK 2:35	False
Simon, sorcerer	1	Male				ACT 8:9 <-(1 more)-> ACT 8:24	False
singers	-1	Male				1CH 16:41	False
singers from the ends of the earth	-1					ISA 24:16	True
singers, and relatives	-1	Male				2CH 5:13	False
sinners	-1					PRO 1:11 <-(3 more)-> ISA 33:14	False
Sisera	1	Male				JDG 4:19 & JDG 4:20	False
slave drivers, Egyptian	-1	Male	Adult			EXO 5:10 <-(2 more)-> EXO 5:14	False
slave girls	-1	Female				NAM 2:8	False
sluggard	1	Male	Adult			PRO 22:13 & PRO 26:13	True
soldier at the cross	1	Male	Adult			LUK 23:37	False
soldiers	-1	Male	Adult			ACT 12:18 & ACT 27:42	False
soldiers, Assyrian	-1	Male	Adult			ISA 10:29	True
soldiers, Roman	-1	Male	Adult			MAT 27:29 <-(5 more)-> JHN 19:24	False
soldiers, some (near Jordan River)	-1	Male	Adult			LUK 3:14	False
Solomon, king	1	Male				1KI 1:52 <-(124 more)-> 2CH 8:11	False
some convinced by Paul	-1	Male				ACT 28:24	False
some people (quoted by Paul)	-1					2CO 10:10	False
someone	-1					ECC 1:10 <-(6 more)-> JAS 4:13	False
someone (hypothetical argument)	-1					PSA 11:1 <-(3 more)-> 2CO 12:16	True
someone from Seir	1	PreferMale				ISA 21:11	False
someone hiding	1	Male				AMO 6:10	True
someone in crowd	1	Male				LUK 12:13	False
someone in Jerusalem	1					ISA 22:13	True
son (child) in Israel (hypothetical)	1	Male	Child			DEU 6:20	True
son of Paul's sister (young man)	1	Male	YoungAdult			ACT 23:20 & ACT 23:21	False
son of Shelomith (whose father was an Egyptian)	1	Male				LEV 24:11	False
son of Shunammite	1	Male	Child			2KI 4:19	False
son of widow	1	Male				2KI 4:6	False
song of the prostitute	1	Female				ISA 23:16	False
sons (hypothetical), at end of life	-1	Male	Elder			PRO 5:12 <-(1 more)-> PRO 5:14	True
sons of Korah	-1	Male				PSA 42:3 & PSA 42:9	False
sons of Korah's enemies	-1	Male				PSA 42:3	False
sons of prophet in Bethel	-1	Male				1KI 13:30	False
souls of those killed for word of God	-1					REV 6:10	False
spies (from Pharisees and Herodians)	-1	Male				MAT 22:16 <-(7 more)-> LUK 20:24	False
Stephen	1	Male				ACT 7:2 <-(53 more)-> ACT 7:60	False
steward of Joseph's house	1	Male				GEN 43:23 <-(2 more)-> GEN 44:10	False
stingy man	1	Male				PRO 23:7	True
synagogue ruler	1	Male				LUK 13:14	False
synagogue rulers in Pisidian Antioch	-1	Male				ACT 13:15	False
Tamar, daughter of David	1	Female				2SA 13:12 <-(1 more)-> 2SA 13:16	False
Tamar, daughter-in-law of Judah	1	Female				GEN 38:16 <-(1 more)-> GEN 38:18	False
Tattenai, governor	1	Male					False
tax collectors	-1	Male				LUK 3:12	False
teacher (Preacher)	1	Male				ECC 1:2 <-(225 more)-> ECC 12:14	False
teacher of religious law	1	Male				MAT 8:19 & LUK 9:57	False
teachers of religious law	-1	Male				MAT 9:3 <-(3 more)-> LUK 20:39	False
temple guards	-1	Male				JHN 7:46	False
Tertius	1	Male				ROM 16:22	False
Tertullus, lawyer	1	Male				ACT 24:2 <-(5 more)-> ACT 24:8	False
Thomas	1	Male				JHN 11:16 <-(2 more)-> JHN 20:28	False
those hiding from the LORD	-1					ISA 29:15	True
those standing near	-1	Male			accusers of Peter in courtyard		False
those standing near Paul in Sanhedrin	-1	Male				ACT 23:4	False
those who call on God	-1					ROM 10:14	True
those who fear the Lord	-1					PSA 118:4	True
those who go by	-1	Male			PSA 129:8		True
those who heard	-1					HEB 12:19	False
those who seek God	-1					PSA 70:4	False
those with the Eleven	-1	Either					False
three administrators	3	Male					False
three men (two angels and the LORD)	3	Male				GEN 18:5 & GEN 18:9	False
Titus	1	Male				2CO 8:17	False
Tobiah the Ammonite official	1	Male				NEH 4:3	False
townsmen of Ophrah	-1	Male				JDG 6:29 <-(1 more)-> JDG 6:32	False
troublemakers	-1	Male				1SA 10:27	False
twenty-four elders	24	Male				REV 4:11 <-(1 more)-> REV 11:18	False
unbeliever who comes under conviction	1					1CO 14:25	True
unbelievers	-1					1TH 4:12	False
Uriah	1	Male				2SA 11:11	False
voice (God?)	1	PreferMale				ISA 40:6 <-(1 more)-> ISA 40:8	False
voice behind you	1	PreferMale				ISA 30:21	False
voice from altar	1	Male				REV 9:14	False
voice from among living creatures	1	Male				REV 6:6	False
voice from heaven (God?)	1	Male			Possibly God speaking (not identified)	REV 10:4 <-(2 more)-> REV 14:13	False
voice from heaven, another	1	Male				REV 18:4 <-(15 more)-> REV 18:20	False
voice from temple	1					REV 16:1	False
voice from throne	1	Male				REV 19:5 <-(1 more)-> REV 21:4	False
voice in heaven	13					REV 7:5 <-(4 more)-> REV 13:10	False
voice in heaven, loud	1					REV 12:10 <-(1 more)-> REV 12:12	False
voice of great crowd in heaven, loud	-1					REV 19:1 <-(1 more)-> REV 19:3	False
voice of great crowd, like roar of many waters, loud thunderclaps	-1					REV 19:6 <-(1 more)-> REV 19:8	False
voice of one calling (preparing way for Christ)	1	Male				ISA 40:3 <-(1 more)-> ISA 40:5	False
voice of one speaking (in vision of God)	1	Male				EZK 2:1 <-(15 more)-> EZK 3:11	False
voices in heaven, loud	-1					REV 11:15	False
warriors from Zorah and Eshtaol, five	5	Male				JDG 18:3 <-(4 more)-> JDG 18:19	False
watchman	1	Male				2SA 13:34 <-(2 more)-> ISA 21:12	False
watchmen of Israel	-1	Male				ISA 56:12	False
we (believers)	-1					ROM 8:15	False
weakling	1					JOL 3:10	True
what is formed	1					ISA 29:16	True
whoever has doubts	1					ROM 14:23	False
whole earth	-1					REV 13:3	False
wicked men of Gibeah	-1	Male				JDG 19:22	False
wicked, the	-1					PSA 94:7 & PSA 141:7	False
widow	1	Female				DEU 25:7 & DEU 25:9	True
widow (from company of prophets)	1	Female				2KI 4:1 <-(1 more)-> 2KI 4:6	False
widow at Zarephath	1	Female				1KI 17:12 <-(1 more)-> 1KI 17:24	False
wife suspected of infidelity	1	Female				NUM 5:22	False
Wisdom	1	Female				PRO 1:22 <-(52 more)-> PRO 9:12	False
wise men of Pharaoh	-1	Male				ISA 19:11	True
witnesses, false	-1	Male				MAT 26:61 & MRK 14:58	False
wives	-1	Female					False
wives, other	-1	Female					False
wives, still others	-1	Female					False
woman from Tekoa	1	Female				2SA 14:4 <-(13 more)-> 2SA 14:20	False
woman in Bahurim	1	Female				2SA 17:20	False
woman in crowd	1	Female				LUK 11:27	False
woman in famine	1	Female				2KI 6:26 <-(1 more)-> 2KI 6:29	False
woman medium	1	Female				1SA 28:9 <-(5 more)-> 1SA 28:22	False
woman who could not straighten up	1	Female				LUK 13:13	False
woman, bleeding for twelve years	1	Female				MAT 9:21 <-(2 more)-> LUK 8:47	False
woman, caught in adultery	1	Female				JHN 8:11	False
woman, Samaritan	1	Female				JHN 4:9 <-(8 more)-> JHN 4:39	False
woman, wise	1	Female				2SA 20:16 <-(4 more)-> 2SA 20:22	False
women of Bethlehem	-1	Female				RUT 1:19 <-(2 more)-> RUT 4:17	False
women who oppress the poor	-1	Female				AMO 4:1	True
women, dancing	-1	Female				1SA 18:7	False
women, seven	7	Female				ISA 4:1	True
worshipers	-1	Male				PSA 122:1	False
worshipers of the beast	-1					REV 13:4	False
Xerxes, king of Persia and Media (Ahasuerus)	1	Male				EST 1:15 <-(15 more)-> EST 9:12	False
you (hypothetical Gentile)	1					ROM 11:19	True
you (hypothetical)	-1					PRO 3:28 <-(9 more)-> 1PE 1:17	True
you (people of Zion, restored)	-1					ISA 14:4 <-(17 more)-> ISA 30:22	True
you (rebellious people)	-1					ISA 30:16	False
you ought to say	1					JAS 4:15	True
young man	1	Male	YoungAdult			NUM 11:27	False
young men (advisors of Rehoboam)	-1	Male	YoungAdult			1KI 12:10 <-(2 more)-> 2CH 10:11	False
young women (maidens)	-1	Female	YoungAdult			1SA 9:12 & 1SA 9:13	False
Zaccheaus	1	Male				LUK 19:8	False
Zacharias (Zechariah)	1	Male				LUK 1:18 <-(12 more)-> LUK 1:79	False
Zalmunna	1	Male					False
Zebah	1	Male					False
Zebul, governor of Shechem	1	Male				JDG 9:31 <-(3 more)-> JDG 9:38	False
Zechariah	1	Male				ZEC 1:8 <-(131 more)-> ZEC 13:9	False
Zechariah, son of Jehoiada the priest	1	Male				2CH 24:20 & 2CH 24:22	False
Zedekiah, king of Judah	1	Male				JER 32:3 <-(11 more)-> JER 38:26	False
Zedekiah, son of Hananiah	1	Male					False
Zedekiah, son of Kenaanah, false prophet	1	Male				1KI 22:11 <-(2 more)-> 2CH 18:23	False
Zephaniah, priest	1	Male			son of Maaseiah		False
Zeresh, wife of Haman	1	Female					False
Zerubbabel	1	Male					False
Ziba, servant of Saul's household	1	Male				2SA 9:2 <-(5 more)-> 2SA 16:4	False
Zion	1					ISA 49:14 & ISA 49:15	False
Ziphites	-1	Male				1SA 23:19 <-(2 more)-> PSA 54:0	False
Zipporah, Moses' wife	1	Female				EXO 2:19 <-(1 more)-> EXO 4:26	False
Zophar the Naamathite	1	Male				JOB 11:2 <-(45 more)-> JOB 20:29	False
